Productid,ProductName,Quantity,Type,Unit_Price,Existence,Salesid,Date_Sale,Producto,Cant,Client,Total,Payment_Method,ID,Productocompra,CantC,Date,Tot,DateCA,Ingresos,Egresos,Saldo
,,,,,,700,2022-12-01,Charm,94,Franchesca Coronado,468,Cheque,700,Invierno,76,2022-04-01,152,2022-12-01,6885,3780,3105
,,,,,,701,2022-12-02,Blue,84,Yolanda perez,13,Efectivo,701,Bolsas rosadas,87,2021-10-01,435,2022-12-02,2359,3936,-1577
,,,,,,702,2022-12-03,Aretes verano,27,Kevin ovando,239,Tarjeta de credito,702,Aretes marmol,24,2023-02-01,96,2022-12-03,1814,2056,-242
,,,,,,703,2022-12-04,Chichicastenango,99,Kevin ovando,379,Cheque,703,Chichicastenango,54,2021-01-01,270,2022-12-04,3165,988,2177
,,,,,,704,2022-12-05,Guardia,56,Kevin ovando,379,Tarjeta de credito,704,Charm,107,2022-05-01,535,2022-12-05,6840,511,6329
,,,,,,705,2022-12-06,White,79,Franchesca Coronado,353,Efectivo,705,Black,124,2023-08-01,248,2022-12-06,5158,2312,2846
,,,,,,706,2022-12-07,Azul oscuro,34,Pablo Andres,416,Cheque,706,Purple,75,2023-08-01,150,2022-12-07,6930,3933,2997
,,,,,,707,2022-12-08,Aretes purpura,15,Yolanda perez,18,Efectivo,707,Papá noel tren,68,2021-11-01,204,2022-12-08,4059,3933,126
,,,,,,708,2022-12-09,Aretes lila,14,Sofia ramos,296,Tarjeta de credito,708,Aretes azules,10,2022-07-01,30,2022-12-09,1497,2019,-522
,,,,,,709,2022-12-10,Tribal,84,Victor hugo,286,Cheque,709,Bolsas adornadas,127,2023-03-01,635,2022-12-10,3889,1069,2820
,,,,,,710,2022-12-11,Soleado,36,Sofia ramos,258,Tarjeta de credito,710,Bastón de caramelo,49,2022-03-01,196,2022-12-11,2747,2725,22
,,,,,,711,2022-12-12,Azul oscuro,65,Sofia ramos,255,Tarjeta de credito,711,Solola,89,2021-09-01,267,2022-12-12,3386,2790,596
,,,,,,712,2022-12-13,Triangular,69,Kevin ovando,458,Efectivo,712,Baw,78,2021-01-01,234,2022-12-13,5225,2661,2564
,,,,,,713,2022-12-14,Charm,14,Bennet Velasquez,360,Tarjeta de credito,713,Cascanueces,53,2021-10-01,212,2022-12-14,5953,3189,2764
,,,,,,714,2022-12-15,India,49,Sofia ramos,193,Efectivo,714,Pavorreal,145,2023-09-01,725,2022-12-15,1717,633,1084
,,,,,,715,2022-12-16,Turquesa,50,Kevin Garcia,376,Cheque,715,Blue,19,2023-06-01,38,2022-12-16,5588,717,4871
,,,,,,716,2022-12-17,Triangular,71,Franchesca Coronado,282,Cheque,716,Aretes oscuros,43,2022-04-01,172,2022-12-17,2681,2169,512
,,,,,,717,2022-12-18,Naturaleza,15,Yolanda perez,393,Efectivo,717,Bolsas adornadas,61,2022-12-01,244,2022-12-18,4717,1064,3653
,,,,,,718,2022-12-19,Adornado,97,Kevin Garcia,133,Tarjeta de credito,718,San andres,85,2021-05-01,340,2022-12-19,870,2871,-2001
,,,,,,719,2022-12-20,Collar calido,26,Diego Albanez,355,Efectivo,719,Frosty en casa,19,2022-12-01,95,2022-12-20,4944,1523,3421
,,,,,,720,2022-12-21,Tejido,81,Majo mata,391,Cheque,720,Aretes hojas,149,2023-02-01,447,2022-12-21,5220,1392,3828
,,,,,,721,2022-12-22,Nebaj,64,Franchesca Coronado,425,Tarjeta de credito,721,San andres,123,2023-04-01,615,2022-12-22,254,1542,-1288
,,,,,,722,2022-12-23,Triangular,19,Victor hugo,139,Tarjeta de credito,722,Morado claro,128,2022-11-01,256,2022-12-23,5442,3421,2021
,,,,,,723,2022-12-24,Soleado,76,Victor hugo,313,Efectivo,723,Flores otoño,85,2021-02-01,340,2022-12-24,1907,2638,-731
,,,,,,724,2022-12-25,Papa noel,51,Bennet Velasquez,335,Cheque,724,Flor primavera,98,2022-07-01,196,2022-12-25,1676,3788,-2112
,,,,,,725,2022-12-26,Purple,28,Victor hugo,351,Efectivo,725,Chichicastenango,12,2021-03-01,36,2022-12-26,5363,2060,3303
,,,,,,726,2022-12-27,Caballito de mar,32,Franchesca Coronado,70,Efectivo,726,Nebaj,45,2023-03-01,135,2022-12-27,3126,692,2434
,,,,,,727,2022-12-28,Azul,44,Kevin Garcia,416,Efectivo,727,Gold and black,64,2022-12-01,256,2022-12-28,3977,1488,2489
,,,,,,728,2022-12-29,Chichicastenango,96,Kevin ovando,295,Tarjeta de credito,728,Quiche,97,2022-07-01,485,2022-12-29,5824,3719,2105
,,,,,,729,2022-12-30,Tribal,36,Kevin Garcia,121,Cheque,729,Colibri colorido,121,2021-09-01,363,2022-12-30,4164,2588,1576
,,,,,,730,2022-12-31,Rosado,77,Pablo Andres,178,Efectivo,730,Dorado,95,2022-05-01,285,2022-12-31,256,1160,-904
,,,,,,731,2023-01-01,Aguila,32,Victor hugo,438,Tarjeta de credito,731,Rosa,77,2023-05-01,231,2023-01-01,199,2074,-1875
,,,,,,732,2023-01-02,White,39,Franchesca Coronado,15,Cheque,732,Purple,18,2022-08-01,54,2023-01-02,919,1102,-183
,,,,,,733,2023-01-03,Aretes turquesa,33,Diego Albanez,336,Efectivo,733,Aretes sombrero,75,2021-03-01,150,2023-01-03,1362,2769,-1407
,,,,,,734,2023-01-04,Morado claro,87,Kevin ovando,248,Cheque,734,Aretes celestes,121,2023-05-01,484,2023-01-04,1760,1080,680
,,,,,,735,2023-01-05,Chichicastenango,52,Diego Albanez,150,Tarjeta de credito,735,Mar,114,2022-05-01,342,2023-01-05,508,2248,-1740
,,,,,,736,2023-01-06,Triangular,25,Franchesca Coronado,266,Tarjeta de credito,736,India,10,2021-10-01,50,2023-01-06,6975,2440,4535
,,,,,,737,2023-01-07,Pajaro rojo,97,Majo mata,165,Cheque,737,Gold and black,40,2023-01-01,160,2023-01-07,510,2142,-1632
,,,,,,738,2023-01-08,Gallina celeste,39,Bennet Velasquez,166,Cheque,738,Bolsas rosadas,144,2021-07-01,576,2023-01-08,4957,3056,1901
,,,,,,739,2023-01-09,Aretes invierno,48,Franchesca Coronado,373,Cheque,739,Tipico,75,2021-02-01,300,2023-01-09,4626,3365,1261
,,,,,,740,2023-01-10,Cerdo volador,57,Sofia ramos,116,Tarjeta de credito,740,Aretes lila,131,2022-01-01,655,2023-01-10,5210,557,4653
,,,,,,741,2023-01-11,Xelaju,23,Majo mata,97,Efectivo,741,San marcos,89,2022-11-01,445,2023-01-11,6265,3652,2613
,,,,,,742,2023-01-12,Gallo curioso,61,Sofia ramos,276,Efectivo,742,Invierno,19,2021-02-01,95,2023-01-12,6064,2922,3142
,,,,,,743,2023-01-13,Bolsas amarillas,73,Victor hugo,289,Tarjeta de credito,743,Aretes piedra,30,2023-08-01,150,2023-01-13,6391,1157,5234
,,,,,,744,2023-01-14,Solola,79,Franchesca Coronado,78,Tarjeta de credito,744,India,71,2022-07-01,284,2023-01-14,5242,1617,3625
,,,,,,745,2023-01-15,San andres,28,Franchesca Coronado,272,Efectivo,745,Blanco y negro,37,2023-07-01,74,2023-01-15,3262,2393,869
,,,,,,746,2023-01-16,Bolsas amarillas,41,Sofia ramos,74,Tarjeta de credito,746,Aretes oscuros,99,2022-07-01,396,2023-01-16,1349,992,357
,,,,,,747,2023-01-17,Solola,97,Yolanda perez,175,Cheque,747,Flores otoño,114,2021-02-01,228,2023-01-17,6985,1632,5353
,,,,,,748,2023-01-18,Guatemala,64,Kevin ovando,214,Tarjeta de credito,748,Collar simple morado,20,2023-06-01,100,2023-01-18,3830,3674,156
,,,,,,749,2023-01-19,Frosty trio,75,Kevin ovando,177,Efectivo,749,Morado claro,64,2023-04-01,192,2023-01-19,4995,2116,2879
,,,,,,750,2023-01-20,La mirada,99,Kevin ovando,87,Tarjeta de credito,750,Flor primavera,69,2022-03-01,207,2023-01-20,2346,2586,-240
,,,,,,751,2023-01-21,Buho,68,Kevin ovando,41,Efectivo,751,Solola,107,2021-11-01,428,2023-01-21,4589,1737,2852
,,,,,,752,2023-01-22,Invierno,64,Sofia ramos,215,Tarjeta de credito,752,Aretes calidos,97,2021-09-01,194,2023-01-22,5809,3536,2273
,,,,,,753,2023-01-23,Flor primavera,85,Pablo Andres,174,Efectivo,753,Flores verano,102,2021-01-01,204,2023-01-23,3724,1465,2259
,,,,,,754,2023-01-24,Bolsas rojas,16,Diego Albanez,189,Tarjeta de credito,754,Bastón de caramelo,114,2022-12-01,456,2023-01-24,460,2603,-2143
,,,,,,755,2023-01-25,Semi oscura,15,Kevin ovando,312,Efectivo,755,Collar simple morado,108,2021-07-01,540,2023-01-25,1215,3329,-2114
,,,,,,756,2023-01-26,Morado claro,77,Kevin Garcia,431,Efectivo,756,Cangrejo dorado,141,2021-12-01,564,2023-01-26,3332,3681,-349
,,,,,,757,2023-01-27,Guardia,84,Diego Albanez,440,Tarjeta de credito,757,Aretes purpura,12,2021-05-01,48,2023-01-27,4636,1197,3439
,,,,,,758,2023-01-28,Mar,38,Kevin ovando,404,Cheque,758,Aretes morados,117,2021-01-01,468,2023-01-28,3227,3827,-600
,,,,,,759,2023-01-29,Bolsas oscuras,23,Sofia ramos,475,Cheque,759,Soleado,68,2023-05-01,204,2023-01-29,647,1301,-654
,,,,,,760,2023-01-30,Naranja verano,67,Kevin ovando,332,Efectivo,760,Aguila,62,2023-05-01,248,2023-01-30,3814,2127,1687
,,,,,,761,2023-01-31,San andres,78,Sofia ramos,82,Cheque,761,Guardia,101,2021-01-01,202,2023-01-31,6350,2292,4058
,,,,,,762,2023-02-01,Aretes azules,48,Bennet Velasquez,187,Tarjeta de credito,762,Flor primavera,74,2022-08-01,296,2023-02-01,351,2829,-2478
,,,,,,763,2023-02-02,Congelado,50,Majo mata,180,Cheque,763,Pescado naranja,58,2023-03-01,232,2023-02-02,2171,3935,-1764
,,,,,,764,2023-02-03,Aretes hojas,77,Victor hugo,136,Cheque,764,Quiche,122,2022-07-01,244,2023-02-03,853,3879,-3026
,,,,,,765,2023-02-04,Maiz,15,Majo mata,328,Cheque,765,Aretes celestes,68,2021-12-01,340,2023-02-04,1964,2518,-554
,,,,,,766,2023-02-05,Frosty trio,67,Diego Albanez,138,Efectivo,766,Rosado,90,2023-08-01,360,2023-02-05,1457,3978,-2521
,,,,,,767,2023-02-06,Aretes celestes,33,Franchesca Coronado,326,Tarjeta de credito,767,San andres,65,2021-06-01,325,2023-02-06,1431,3214,-1783
,,,,,,768,2023-02-07,Cuello,28,Victor hugo,485,Tarjeta de credito,768,Bolsas amarillas,66,2021-12-01,264,2023-02-07,5315,3007,2308
,,,,,,769,2023-02-08,Blue,37,Yolanda perez,293,Cheque,769,Gallo curioso,87,2023-07-01,435,2023-02-08,2408,2990,-582
,,,,,,770,2023-02-09,Semi oscura,14,Diego Albanez,432,Efectivo,770,Caballito de mar,125,2022-11-01,375,2023-02-09,3118,902,2216
,,,,,,771,2023-02-10,Rosado,92,Kevin Garcia,100,Efectivo,771,Bolsas amarillas,102,2021-03-01,306,2023-02-10,2265,951,1314
,,,,,,772,2023-02-11,Invierno,35,Pablo Andres,165,Tarjeta de credito,772,Aretes lila,127,2023-02-01,508,2023-02-11,6763,1238,5525
,,,,,,773,2023-02-12,Mar,77,Kevin Garcia,365,Tarjeta de credito,773,Semi oscura,40,2023-07-01,80,2023-02-12,3132,970,2162
,,,,,,774,2023-02-13,Tribal,61,Kevin ovando,391,Tarjeta de credito,774,Pajaro rojo,148,2022-12-01,296,2023-02-13,5967,3649,2318
,,,,,,775,2023-02-14,Cerdo volador,74,Bennet Velasquez,265,Efectivo,775,Aretes oscuros,82,2022-07-01,328,2023-02-14,3276,3787,-511
,,,,,,776,2023-02-15,Aretes invierno,27,Kevin ovando,498,Efectivo,776,Bolsas pequeñas,134,2021-11-01,402,2023-02-15,1352,3343,-1991
,,,,,,777,2023-02-16,Aretes celestes,21,Majo mata,244,Efectivo,777,Aquamarino,56,2023-03-01,280,2023-02-16,166,2952,-2786
,,,,,,778,2023-02-17,Bolsas pequeñas,46,Kevin Garcia,430,Cheque,778,Azul oscuro,150,2022-01-01,300,2023-02-17,1341,2194,-853
,,,,,,779,2023-02-18,Baw,93,Yolanda perez,399,Cheque,779,Cangrejo dorado,54,2023-06-01,162,2023-02-18,4216,2323,1893
,,,,,,780,2023-02-19,Aretes morados,79,Majo mata,81,Efectivo,780,Aretes circulares,133,2021-06-01,532,2023-02-19,5076,1701,3375
,,,,,,781,2023-02-20,Solola,70,Franchesca Coronado,281,Cheque,781,Bolsas naranjas,121,2022-05-01,484,2023-02-20,3754,824,2930
,,,,,,782,2023-02-21,Aretes elegantes,66,Diego Albanez,154,Efectivo,782,Maiz,101,2022-05-01,303,2023-02-21,3124,1581,1543
,,,,,,783,2023-02-22,Triangular,85,Kevin Garcia,223,Cheque,783,Aretes lila,60,2023-08-01,180,2023-02-22,2496,912,1584
,,,,,,784,2023-02-23,Aquamarino,68,Kevin ovando,477,Efectivo,784,Chichicastenango,12,2021-02-01,24,2023-02-23,1435,3949,-2514
,,,,,,785,2023-02-24,Bastón de caramelo,59,Yolanda perez,157,Cheque,785,Charm,146,2021-03-01,292,2023-02-24,3628,1934,1694
,,,,,,786,2023-02-25,Turquesa,33,Sofia ramos,414,Tarjeta de credito,786,Gallina celeste,122,2022-01-01,366,2023-02-25,1102,1206,-104
,,,,,,787,2023-02-26,Colibri colorido,31,Kevin ovando,18,Cheque,787,Blue,53,2023-09-01,212,2023-02-26,6331,723,5608
,,,,,,788,2023-02-27,Flor,55,Bennet Velasquez,143,Cheque,788,Nebaj,55,2022-07-01,220,2023-02-27,2510,3113,-603
,,,,,,789,2023-02-28,Carnaval,45,Pablo Andres,426,Cheque,789,La mirada,98,2022-08-01,392,2023-02-28,2592,3078,-486
,,,,,,790,2023-03-01,Turquesa,34,Kevin Garcia,229,Cheque,790,Nebaj,146,2023-09-01,438,2023-03-01,6162,3410,2752
,,,,,,791,2023-03-02,Aretes elegantes,76,Majo mata,323,Tarjeta de credito,791,Flores verano,10,2022-03-01,30,2023-03-02,5560,1406,4154
,,,,,,792,2023-03-03,Bolsas adornadas,26,Bennet Velasquez,206,Tarjeta de credito,792,Bolsas pequeñas,124,2023-09-01,496,2023-03-03,4279,2794,1485
,,,,,,793,2023-03-04,Bolsas naranjas,65,Kevin ovando,396,Efectivo,793,Charm,108,2022-06-01,540,2023-03-04,3638,989,2649
,,,,,,794,2023-03-05,Bolsas naranjas,69,Diego Albanez,313,Cheque,794,India,61,2021-03-01,183,2023-03-05,663,1913,-1250
,,,,,,795,2023-03-06,Bolsas naranjas,74,Franchesca Coronado,331,Tarjeta de credito,795,Collar calido,38,2021-12-01,190,2023-03-06,2624,2573,51
,,,,,,796,2023-03-07,Aretes morados,72,Bennet Velasquez,149,Tarjeta de credito,796,Papá noel tren,55,2021-03-01,165,2023-03-07,5143,3408,1735
,,,,,,797,2023-03-08,Turquesa,31,Victor hugo,137,Cheque,797,Aretes Plateados,42,2023-02-01,168,2023-03-08,1278,1665,-387
,,,,,,798,2023-03-09,Baw,90,Kevin Garcia,84,Efectivo,798,Papá noel tren,56,2022-05-01,112,2023-03-09,1542,1279,263
,,,,,,799,2023-03-10,Bolsas amarillentas,46,Franchesca Coronado,205,Efectivo,799,Dorado,76,2023-02-01,304,2023-03-10,1659,922,737
,,,,,,800,2023-03-11,Azul oscuro,58,Yolanda perez,110,Cheque,800,Blanco y negro,73,2022-05-01,292,2023-03-11,3228,3663,-435
,,,,,,801,2023-03-12,Guatemala,77,Bennet Velasquez,333,Tarjeta de credito,801,Bolsas adornadas,51,2022-05-01,102,2023-03-12,3166,1915,1251
,,,,,,802,2023-03-13,Aguas escondidas,85,Majo mata,271,Cheque,802,Charm,37,2022-03-01,111,2023-03-13,3331,3489,-158
,,,,,,803,2023-03-14,Aretes calcetin,71,Yolanda perez,139,Cheque,803,India,143,2023-03-01,572,2023-03-14,4485,1985,2500
,,,,,,804,2023-03-15,Xelaju,88,Franchesca Coronado,442,Efectivo,804,Adornado,75,2023-06-01,375,2023-03-15,4988,2844,2144
,,,,,,805,2023-03-16,Carnaval,40,Kevin ovando,419,Efectivo,805,Frosty en casa,28,2022-06-01,56,2023-03-16,3149,1023,2126
,,,,,,806,2023-03-17,Aretes grandes beige,68,Pablo Andres,324,Tarjeta de credito,806,Soleado,23,2022-08-01,92,2023-03-17,1427,1340,87
,,,,,,807,2023-03-18,Dorado,66,Sofia ramos,248,Tarjeta de credito,807,Aretes oscuros,62,2023-09-01,124,2023-03-18,1412,1593,-181
,,,,,,808,2023-03-19,Purple,46,Kevin Garcia,384,Cheque,808,Baw,27,2022-11-01,54,2023-03-19,217,779,-562
,,,,,,809,2023-03-20,Xelaju,18,Yolanda perez,80,Efectivo,809,Pavorreal,90,2021-02-01,360,2023-03-20,5495,3556,1939
,,,,,,810,2023-03-21,Bolsas rojas,94,Yolanda perez,172,Cheque,810,Antigua,86,2022-09-01,172,2023-03-21,2575,2649,-74
,,,,,,811,2023-03-22,Naranja verano,74,Diego Albanez,195,Cheque,811,Aretes purpura,24,2021-12-01,48,2023-03-22,6775,730,6045
,,,,,,812,2023-03-23,Nebaj,10,Victor hugo,465,Tarjeta de credito,812,Bolsas coloridas,133,2022-05-01,665,2023-03-23,2755,1319,1436
,,,,,,813,2023-03-24,Pescado naranja,28,Pablo Andres,13,Efectivo,813,Dorado,148,2022-12-01,444,2023-03-24,400,3307,-2907
,,,,,,814,2023-03-25,Gold and black,74,Franchesca Coronado,430,Tarjeta de credito,814,Flor,17,2021-11-01,34,2023-03-25,6730,1675,5055
,,,,,,815,2023-03-26,Verde oscuro,64,Diego Albanez,112,Cheque,815,Bolsas rojas,44,2021-05-01,220,2023-03-26,6475,2213,4262
,,,,,,816,2023-03-27,Black,58,Bennet Velasquez,498,Tarjeta de credito,816,Bolsas oscuras,78,2023-05-01,234,2023-03-27,5639,2607,3032
,,,,,,817,2023-03-28,Cascanueces viejo,69,Sofia ramos,115,Cheque,817,Flores otoño,46,2022-11-01,230,2023-03-28,1253,1962,-709
,,,,,,818,2023-03-29,Aretes invierno,95,Bennet Velasquez,485,Tarjeta de credito,818,Turquesa,101,2023-05-01,505,2023-03-29,1210,3127,-1917
,,,,,,819,2023-03-30,Pescado naranja,100,Franchesca Coronado,93,Efectivo,819,Purpura,144,2023-05-01,576,2023-03-30,5638,1646,3992
,,,,,,820,2023-03-31,San marcos,23,Kevin ovando,94,Cheque,820,Aguila,88,2021-06-01,264,2023-03-31,3539,1467,2072
,,,,,,821,2023-04-01,Frio,65,Diego Albanez,251,Cheque,821,Aretes hojas,29,2021-11-01,145,2023-04-01,4282,2388,1894
,,,,,,822,2023-04-02,San andres,92,Pablo Andres,95,Efectivo,822,Adornado,133,2022-07-01,266,2023-04-02,3175,642,2533
,,,,,,823,2023-04-03,Bolsas con dorado,52,Bennet Velasquez,394,Efectivo,823,Pescado naranja,59,2023-08-01,295,2023-04-03,6133,3008,3125
,,,,,,824,2023-04-04,Cascanueces,76,Franchesca Coronado,285,Cheque,824,Rana,107,2021-06-01,321,2023-04-04,3174,1337,1837
,,,,,,825,2023-04-05,Aretes circulares,27,Sofia ramos,69,Cheque,825,Pavorreal,24,2021-04-01,96,2023-04-05,3123,3794,-671
,,,,,,826,2023-04-06,Flor primavera,56,Bennet Velasquez,94,Tarjeta de credito,826,Rosado,16,2022-06-01,80,2023-04-06,5977,3931,2046
,,,,,,827,2023-04-07,Aguila,66,Bennet Velasquez,252,Cheque,827,Aretes marmol,105,2021-07-01,210,2023-04-07,4289,1567,2722
,,,,,,828,2023-04-08,Verde oscuro,88,Majo mata,202,Cheque,828,Flor,89,2021-10-01,356,2023-04-08,4808,3029,1779
,,,,,,829,2023-04-09,Bolsas oscuras,49,Kevin ovando,178,Efectivo,829,Rosa,79,2022-01-01,158,2023-04-09,2565,565,2000
,,,,,,830,2023-04-10,Chichicastenango,90,Sofia ramos,150,Tarjeta de credito,830,Aretes azules,30,2021-02-01,60,2023-04-10,4156,564,3592
,,,,,,831,2023-04-11,Bolsas amarillentas,86,Yolanda perez,337,Efectivo,831,Charm,112,2021-02-01,448,2023-04-11,3842,3888,-46
,,,,,,832,2023-04-12,Aretes turquesa,49,Yolanda perez,421,Cheque,832,Cascanueces,75,2022-06-01,225,2023-04-12,4149,3041,1108
,,,,,,833,2023-04-13,Tipico,59,Majo mata,159,Efectivo,833,Solola,22,2022-10-01,66,2023-04-13,5026,1087,3939
,,,,,,834,2023-04-14,Flor,48,Yolanda perez,300,Cheque,834,Aretes piedra,95,2022-05-01,285,2023-04-14,567,2441,-1874
,,,,,,835,2023-04-15,Aretes invierno,39,Victor hugo,294,Tarjeta de credito,835,Aretes coloridos,54,2023-04-01,216,2023-04-15,1492,1818,-326
,,,,,,836,2023-04-16,Azul,98,Majo mata,411,Cheque,836,Bolsas amarillentas,106,2023-07-01,318,2023-04-16,2858,2124,734
,,,,,,837,2023-04-17,Papá noel tren,58,Kevin Garcia,248,Efectivo,837,Bolsas naranjas,145,2021-03-01,435,2023-04-17,104,920,-816
,,,,,,838,2023-04-18,Chimaltenango,75,Franchesca Coronado,318,Efectivo,838,Naranja verano,20,2021-04-01,40,2023-04-18,5471,2761,2710
,,,,,,839,2023-04-19,Congelado,90,Majo mata,430,Tarjeta de credito,839,Pescado naranja,36,2021-06-01,144,2023-04-19,3602,1306,2296
,,,,,,840,2023-04-20,Aretes hojas,78,Bennet Velasquez,73,Tarjeta de credito,840,Guatemala,121,2021-05-01,484,2023-04-20,5340,1980,3360
,,,,,,841,2023-04-21,Rosa,89,Kevin ovando,239,Tarjeta de credito,841,Rosa,21,2023-05-01,63,2023-04-21,4785,2877,1908
,,,,,,842,2023-04-22,Bolsas con dorado,29,Bennet Velasquez,221,Tarjeta de credito,842,Aguila,70,2023-01-01,280,2023-04-22,980,3635,-2655
,,,,,,843,2023-04-23,Aretes Plateados,16,Bennet Velasquez,11,Efectivo,843,Collar simple morado,43,2021-08-01,215,2023-04-23,5030,985,4045
,,,,,,844,2023-04-24,Verde oscuro,60,Victor hugo,148,Cheque,844,Triangular,105,2023-06-01,525,2023-04-24,5577,1417,4160
,,,,,,845,2023-04-25,Bolsas oscuras,45,Majo mata,389,Cheque,845,Rana,88,2021-10-01,264,2023-04-25,2867,2596,271
,,,,,,846,2023-04-26,Pescado naranja,80,Victor hugo,282,Tarjeta de credito,846,Aretes invierno,94,2022-05-01,376,2023-04-26,1887,963,924
,,,,,,847,2023-04-27,Aretes calcetin,63,Franchesca Coronado,58,Efectivo,847,Mar,64,2021-03-01,128,2023-04-27,4188,3387,801
,,,,,,848,2023-04-28,Flores otoño,94,Franchesca Coronado,245,Cheque,848,Cangrejo dorado,63,2023-08-01,126,2023-04-28,787,3926,-3139
,,,,,,849,2023-04-29,Colibri colorido,86,Yolanda perez,293,Efectivo,849,Aretes europa,140,2022-03-01,700,2023-04-29,6108,3315,2793
,,,,,,850,2023-04-30,Buho,83,Yolanda perez,298,Efectivo,850,Chimaltenango,89,2021-06-01,356,2023-04-30,1163,988,175
,,,,,,851,2023-05-01,Bolsas pequeñas,63,Sofia ramos,376,Cheque,851,San andres,129,2023-07-01,645,2023-05-01,1643,1041,602
,,,,,,852,2023-05-02,Morado claro,33,Sofia ramos,381,Efectivo,852,Soleado,30,2022-09-01,150,2023-05-02,1127,851,276
,,,,,,853,2023-05-03,Aretes europa,66,Bennet Velasquez,245,Efectivo,853,Azul oscuro,147,2023-02-01,588,2023-05-03,5170,2784,2386
,,,,,,854,2023-05-04,Verde oscuro,96,Victor hugo,439,Efectivo,854,Guardia,35,2023-06-01,140,2023-05-04,842,1671,-829
,,,,,,855,2023-05-05,Colibri colorido,46,Pablo Andres,355,Efectivo,855,Aretes calcetin,37,2023-03-01,185,2023-05-05,1647,3188,-1541
,,,,,,856,2023-05-06,Morado claro,74,Kevin ovando,467,Cheque,856,Aretes hojas,119,2022-06-01,595,2023-05-06,3577,1369,2208
,,,,,,857,2023-05-07,Flor,34,Franchesca Coronado,436,Cheque,857,La mirada,89,2022-06-01,445,2023-05-07,2257,3472,-1215
,,,,,,858,2023-05-08,Aretes oscuros,43,Kevin Garcia,459,Efectivo,858,Aretes verano,137,2021-12-01,685,2023-05-08,427,1387,-960
,,,,,,859,2023-05-09,Aretes Plateados,72,Kevin Garcia,466,Tarjeta de credito,859,Dorado,124,2022-09-01,372,2023-05-09,3238,2194,1044
,,,,,,860,2023-05-10,Xelaju,36,Bennet Velasquez,15,Efectivo,860,Purpura,58,2023-06-01,232,2023-05-10,6597,2700,3897
,,,,,,861,2023-05-11,Buho,67,Kevin ovando,256,Cheque,861,Nebaj,73,2023-08-01,292,2023-05-11,608,1598,-990
,,,,,,862,2023-05-12,Aretes calcetin,13,Victor hugo,412,Tarjeta de credito,862,Baw,16,2023-06-01,48,2023-05-12,505,1819,-1314
,,,,,,863,2023-05-13,Turquesa,57,Victor hugo,477,Tarjeta de credito,863,La mirada,35,2023-03-01,140,2023-05-13,3544,570,2974
,,,,,,864,2023-05-14,Bolsas naranjas,67,Sofia ramos,95,Cheque,864,Gold and black,71,2021-05-01,213,2023-05-14,5343,1297,4046
,,,,,,865,2023-05-15,Aretes sombrero,67,Franchesca Coronado,316,Tarjeta de credito,865,Blue,21,2022-12-01,84,2023-05-15,247,1021,-774
,,,,,,866,2023-05-16,Adornado,46,Diego Albanez,59,Tarjeta de credito,866,Solola,48,2022-02-01,192,2023-05-16,1765,2711,-946
,,,,,,867,2023-05-17,Frio,35,Bennet Velasquez,348,Cheque,867,San marcos,57,2022-02-01,171,2023-05-17,2072,2016,56
,,,,,,868,2023-05-18,Baw,70,Bennet Velasquez,152,Efectivo,868,Frio,107,2021-04-01,321,2023-05-18,1292,2739,-1447
,,,,,,869,2023-05-19,Pajaro rojo,34,Victor hugo,406,Cheque,869,Soleado,56,2021-11-01,112,2023-05-19,1155,3610,-2455
,,,,,,870,2023-05-20,Aretes morados,91,Majo mata,483,Tarjeta de credito,870,Collar calido,51,2023-08-01,255,2023-05-20,6453,3495,2958
,,,,,,871,2023-05-21,India,50,Majo mata,75,Efectivo,871,Chichicastenango,149,2021-06-01,447,2023-05-21,3621,1255,2366
,,,,,,872,2023-05-22,Tejido,76,Kevin Garcia,176,Cheque,872,Charm,104,2022-04-01,208,2023-05-22,1537,2887,-1350
,,,,,,873,2023-05-23,Xelaju,94,Pablo Andres,379,Cheque,873,Bolsas oscuras,102,2023-02-01,306,2023-05-23,355,3528,-3173
,,,,,,874,2023-05-24,Aguila,20,Pablo Andres,248,Tarjeta de credito,874,Aguila,106,2022-06-01,424,2023-05-24,1792,3241,-1449
,,,,,,875,2023-05-25,Aretes azules,99,Sofia ramos,310,Tarjeta de credito,875,Bolsas rosadas,36,2021-11-01,144,2023-05-25,5634,1357,4277
,,,,,,876,2023-05-26,Morado claro,58,Kevin Garcia,242,Efectivo,876,Pavorreal,26,2023-03-01,104,2023-05-26,2757,2404,353
,,,,,,877,2023-05-27,Aretes piedra,43,Yolanda perez,319,Tarjeta de credito,877,Aretes oscuros,18,2021-03-01,72,2023-05-27,5195,1628,3567
,,,,,,878,2023-05-28,Buho,54,Majo mata,500,Tarjeta de credito,878,Rosado,12,2022-07-01,48,2023-05-28,5991,1965,4026
,,,,,,879,2023-05-29,Turquesa,74,Franchesca Coronado,186,Cheque,879,Chimaltenango,95,2021-02-01,380,2023-05-29,2747,2232,515
,,,,,,880,2023-05-30,Aretes calcetin,19,Kevin Garcia,359,Efectivo,880,Flores verano,119,2022-06-01,357,2023-05-30,5580,3470,2110
,,,,,,881,2023-05-31,Bastón de caramelo,71,Bennet Velasquez,34,Cheque,881,Cascanueces viejo,145,2022-04-01,725,2023-05-31,3456,2478,978
